TAXON 1,INTERACTION TYPE,BODY PART,TAXON 2,INTERACTION TITLE,REPORTED FOR BOGOTÁ,REMARKS,SOURCE TYPE 1,REFERENCE 1,SOURCE TYPE 2,REFERENCE 2,SOURCE TYPE 3,REFERENCE 3,SOURCE TYPE 4,REFERENCE 4,SOURCE TYPE 5,REFERENCE 5,SOURCE TYPE 6,REFERENCE 6
Agrotis ipsilon,Consume,la hoja,Avena sativa,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Oryza sativa,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Oryza sativa,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Zea mays,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Zea mays,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Papaver somniferum,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Papaver somniferum,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Fragaria chiloensis,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Fragaria chiloensis,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Malus pumila,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Malus pumila,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Prunus persica,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Prunus persica,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Ipomoea purpurea,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Ipomoea purpurea,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Capsicum annuum,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Capsicum annuum,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Nicotiana tabacum,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Nicotiana tabacum,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,la hoja,Physalis peruviana,ANIDAMIENTO,SI,,Literatura Gris,"Peraza-Arias, A.R. (2011) Preferencia de hospedero y parámetros de desarrollo de Copitarsia decolora sobre plantas seleccionadas para la diversificación del cultivo de uchuva (Physalis peruviana). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Physalis peruviana,HERBIVORÍA PARCIAL,SI,Interacción exclusivamente reportada para las larvas,Literatura Gris,"Peraza-Arias, A.R. (2011) Preferencia de hospedero y parámetros de desarrollo de Copitarsia decolora sobre plantas seleccionadas para la diversificación del cultivo de uchuva (Physalis peruviana). Tesis de Pregrado, Universidad Nacional de Colombia.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Solanum lycopersicum,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Solanum lycopersicum,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Solanum tuberosum,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Solanum tuberosum,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Vitis vinifera,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Vitis vinifera,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Anida en,parte no especificada,Pinus radiata,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Agrotis ipsilon,Consume,la hoja,Pinus radiata,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Copitarsia decolora,Consume,general,Helianthus annuus,DEPREDACIÓN,SI,Interacción exclusivamente reportada para las larvas,Artículo Científico,"Moreno, O., Serna, F. (2006) Biología de Copitarsia decolora (Lepidoptera: Noctuidae: Cuculliinae),en flores cultivadas del híbrido comercial de Alstroemeria spp. Revista Facultad Nacional de Agronomía Medellín 59, 3257-3270.",Artículo Cientifico,"Flautero, C.L. (2015) Polillas Noctuidae (Lepidoptera) de importancia agrícola en Colombia. Tesis B.Sc. Universidad Nacional de Colombia. Bogotá.",Artículo Cientifico,"Quimbayo, N., Serna, F., Olivares, T. S. & Angulo, A. O. (2010). Nóctuidos (Lepidoptera) en cultivos de flores colombianas. Revista Colombiana de Entomología, 36(1), 38-46. ",,,,,,
Copitarsia decolora,Anida en,parte no especificada,Helianthus annuus,ANIDAMIENTO,NO,,Artículo Científico,"Flautero, C.L. (2015) Polillas Noctuidae (Lepidoptera) de importancia agrícola en Colombia. Tesis B.Sc. Universidad Nacional de Colombia. Bogotá.",Artículo Cientifico,"Quimbayo, N., Serna, F., Olivares, T.S., Angulo, A.O. (2010) Nóctuidos (Lepidoptera) en cultivos de flores colombianas. Revista Colombiana de Entomología, 36, 38-46. ",,,,,,,,
Copitarsia decolora,Consume,general,Antirrhinum majus,DEPREDACIÓN,NO,La larva es considerada una plaga,Artículo Científico,"Flautero, C.L. (2015) Polillas Noctuidae (Lepidoptera) de importancia agrícola en Colombia. Tesis B.Sc. Universidad Nacional de Colombia. Bogotá.",Artículo Cientifico,"Quimbayo, N., Serna, F., Olivares, T.S., Angulo, A.O. (2010) Nóctuidos (Lepidoptera) en cultivos de flores colombianas. Revista Colombiana de Entomología, 36, 38-46. ",,,,,,,,
Copitarsia decolora,Anida en,parte no especificada,Antirrhinum majus,ANIDAMIENTO,NO,,Artículo Científico,"Flautero, C.L. (2015) Polillas Noctuidae (Lepidoptera) de importancia agrícola en Colombia. Tesis B.Sc. Universidad Nacional de Colombia. Bogotá.",Artículo Cientifico,"Quimbayo, N., Serna, F., Olivares, T.S., Angulo, A.O. (2010) Nóctuidos (Lepidoptera) en cultivos de flores colombianas. Revista Colombiana de Entomología, 36, 38-46. ",,,,,,,,
Copitarsia decolora,Consume,general,Anemone hupehensis,DEPREDACIÓN,NO,,Artículo Científico,"Quimbayo, N., Serna, F., Olivares, T. S. & Angulo, A. O. (2010). Nóctuidos (Lepidoptera) en cultivos de flores colombianas. Revista Colombiana de Entomología, 36(1), 38-46. ",,,,,,,,,,
Copitarsia decolora,Anida en,parte no especificada,Anemone hupehensis,ANIDAMIENTO,NO,,Artículo Científico,"Quimbayo, N., Serna, F., Olivares, T. S. & Angulo, A. O. (2010). Nóctuidos (Lepidoptera) en cultivos de flores colombianas. Revista Colombiana de Entomología, 36(1), 38-46. ",,,,,,,,,,
Copitarsia incommoda,Anida en,parte no especificada,Dianthus caryophyllus,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Copitarsia incommoda,Consume,la hoja,Dianthus caryophyllus,HERBIVORÍA PARCIAL,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Copitarsia incommoda,Anida en,parte no especificada,Medicago sativa,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Copitarsia incommoda,Consume,la hoja,Medicago sativa,HERBIVORÍA PARCIAL,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Copitarsia incommoda,Consume,la hoja,Pelargonium zonale,HERBIVORÍA PARCIAL,SI,,Literatura Gris,"Zenner de Polanía, I. (1971) Reconocimiento e identificación de plagas en ornamentales de valor económico en la Sabana de Bogotá y zonas aledañas. No. Doc. 957, CO-BAC, Santafé de Bogotá.",,,,,,,,,,
Copitarsia incommoda,Anida en,la hoja,Pelargonium zonale,ANIDAMIENTO,SI,,Literatura Gris,"Zenner de Polanía, I. (1971) Reconocimiento e identificación de plagas en ornamentales de valor económico en la Sabana de Bogotá y zonas aledañas. No. Doc. 957, CO-BAC, Santafé de Bogotá.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Apium graveolens,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Apium graveolens,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Daucus carota,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Daucus carota,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Allium cepa,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Allium cepa,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Asparagus officinalis,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Asparagus officinalis,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Asparagus setaceus,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Asparagus setaceus,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Cirsium vulgare,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Cirsium vulgare,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Conyza canadensis,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Conyza canadensis,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Cynara cardunculus,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Cynara cardunculus,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Helianthus annuus,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Consume,la hoja,Helianthus annuus,HERBIVORÍA PARCIAL,NO,Interacción exclusivamente reportada para las larvas,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
Peridroma saucia,Anida en,parte no especificada,Lactuca sativa,ANIDAMIENTO,NO,,Página Web,"Robinson, G.S., Ackery, P.R., Kitching, I.J., Beccaloni, G.W., Hernández, L.M. (2010) HOSTS-A database of the world's lepidopteran hostplants. Natural History Museum, London.",,,,,,,,,,
